,FECHA,ANO,MES,SEMANA,DIA_SEMANA,DIA_MES,CANTIDAD
473,2018-05-24,2018,5,21,3,24,57.0
474,2018-05-25,2018,5,21,4,25,71.0
475,2018-05-26,2018,5,21,5,26,81.0
476,2018-05-27,2018,5,21,6,27,74.0
477,2018-05-28,2018,5,22,0,28,46.0
478,2018-05-29,2018,5,22,1,29,126.0
479,2018-05-30,2018,5,22,2,30,65.0
480,2018-05-31,2018,5,22,3,31,55.0
481,2018-06-01,2018,6,22,4,1,50.0
482,2018-06-02,2018,6,22,5,2,58.0
483,2018-06-03,2018,6,22,6,3,80.0
484,2018-06-04,2018,6,23,0,4,89.0
485,2018-06-05,2018,6,23,1,5,61.0
486,2018-06-06,2018,6,23,2,6,78.0
487,2018-06-07,2018,6,23,3,7,71.0
488,2018-06-08,2018,6,23,4,8,23.0
489,2018-06-09,2018,6,23,5,9,75.0
490,2018-06-10,2018,6,23,6,10,74.0
491,2018-06-11,2018,6,24,0,11,64.0
492,2018-06-12,2018,6,24,1,12,77.0
493,2018-06-13,2018,6,24,2,13,77.0
494,2018-06-14,2018,6,24,3,14,27.0
495,2018-06-15,2018,6,24,4,15,58.0
496,2018-06-16,2018,6,24,5,16,38.0
497,2018-06-17,2018,6,24,6,17,99.0
498,2018-06-18,2018,6,25,0,18,81.0
499,2018-06-19,2018,6,25,1,19,55.0
500,2018-06-20,2018,6,25,2,20,85.0
501,2018-06-21,2018,6,25,3,21,87.0
502,2018-06-22,2018,6,25,4,22,68.0
503,2018-06-23,2018,6,25,5,23,59.0
504,2018-06-24,2018,6,25,6,24,77.0
505,2018-06-25,2018,6,26,0,25,104.0
506,2018-06-26,2018,6,26,1,26,80.0
507,2018-06-27,2018,6,26,2,27,94.0
508,2018-06-28,2018,6,26,3,28,86.0
509,2018-06-29,2018,6,26,4,29,82.0
510,2018-06-30,2018,6,26,5,30,30.0
511,2018-07-01,2018,7,26,6,1,54.0
512,2018-07-02,2018,7,27,0,2,50.0
513,2018-07-03,2018,7,27,1,3,67.0
514,2018-07-04,2018,7,27,2,4,104.0
515,2018-07-05,2018,7,27,3,5,42.0
516,2018-07-06,2018,7,27,4,6,70.0
517,2018-07-07,2018,7,27,5,7,78.0
518,2018-07-08,2018,7,27,6,8,115.0
519,2018-07-09,2018,7,28,0,9,53.0
520,2018-07-10,2018,7,28,1,10,63.0
521,2018-07-11,2018,7,28,2,11,60.0
522,2018-07-12,2018,7,28,3,12,92.0
523,2018-07-13,2018,7,28,4,13,50.0
524,2018-07-14,2018,7,28,5,14,99.0
525,2018-07-15,2018,7,28,6,15,102.0
526,2018-07-16,2018,7,29,0,16,89.0
527,2018-07-17,2018,7,29,1,17,81.0
528,2018-07-18,2018,7,29,2,18,75.0
529,2018-07-19,2018,7,29,3,19,31.0
530,2018-07-20,2018,7,29,4,20,57.0
531,2018-07-21,2018,7,29,5,21,95.0
532,2018-07-22,2018,7,29,6,22,89.0
533,2018-07-23,2018,7,30,0,23,86.0
534,2018-07-24,2018,7,30,1,24,56.0
535,2018-07-25,2018,7,30,2,25,49.0
536,2018-07-26,2018,7,30,3,26,46.0
537,2018-07-27,2018,7,30,4,27,43.0
538,2018-07-28,2018,7,30,5,28,42.0
539,2018-07-29,2018,7,30,6,29,88.0
540,2018-07-30,2018,7,31,0,30,53.0
541,2018-07-31,2018,7,31,1,31,72.0
542,2018-08-01,2018,8,31,2,1,46.0
543,2018-08-02,2018,8,31,3,2,54.0
544,2018-08-03,2018,8,31,4,3,69.0
545,2018-08-04,2018,8,31,5,4,55.0
546,2018-08-05,2018,8,31,6,5,71.0
547,2018-08-06,2018,8,32,0,6,36.0
548,2018-08-07,2018,8,32,1,7,96.0
549,2018-08-08,2018,8,32,2,8,43.0
550,2018-08-09,2018,8,32,3,9,47.0
551,2018-08-10,2018,8,32,4,10,50.0
552,2018-08-11,2018,8,32,5,11,73.0
553,2018-08-12,2018,8,32,6,12,64.0
554,2018-08-13,2018,8,33,0,13,55.0
555,2018-08-14,2018,8,33,1,14,81.0
556,2018-08-15,2018,8,33,2,15,55.0
557,2018-08-16,2018,8,33,3,16,55.0
558,2018-08-17,2018,8,33,4,17,86.0
559,2018-08-18,2018,8,33,5,18,93.0
560,2018-08-19,2018,8,33,6,19,93.0
561,2018-08-20,2018,8,34,0,20,77.0
562,2018-08-21,2018,8,34,1,21,52.0
563,2018-08-22,2018,8,34,2,22,51.0
564,2018-08-23,2018,8,34,3,23,50.0
565,2018-08-24,2018,8,34,4,24,61.0
566,2018-08-25,2018,8,34,5,25,73.0
567,2018-08-26,2018,8,34,6,26,61.0
568,2018-08-27,2018,8,35,0,27,63.0
569,2018-08-28,2018,8,35,1,28,31.0
570,2018-08-29,2018,8,35,2,29,49.0
571,2018-08-30,2018,8,35,3,30,63.0
572,2018-08-31,2018,8,35,4,31,52.0
573,2018-09-01,2018,9,35,5,1,70.0
574,2018-09-02,2018,9,35,6,2,83.0
575,2018-09-03,2018,9,36,0,3,51.0
576,2018-09-04,2018,9,36,1,4,81.0
577,2018-09-05,2018,9,36,2,5,92.0
578,2018-09-06,2018,9,36,3,6,82.0
579,2018-09-07,2018,9,36,4,7,98.0
580,2018-09-08,2018,9,36,5,8,56.0
581,2018-09-09,2018,9,36,6,9,48.0
582,2018-09-10,2018,9,37,0,10,84.0
583,2018-09-11,2018,9,37,1,11,82.0
584,2018-09-12,2018,9,37,2,12,91.0
585,2018-09-13,2018,9,37,3,13,64.0
586,2018-09-14,2018,9,37,4,14,73.0
587,2018-09-15,2018,9,37,5,15,103.0
588,2018-09-16,2018,9,37,6,16,85.0
589,2018-09-17,2018,9,38,0,17,101.0
590,2018-09-18,2018,9,38,1,18,48.0
591,2018-09-19,2018,9,38,2,19,55.0
592,2018-09-20,2018,9,38,3,20,98.0
593,2018-09-21,2018,9,38,4,21,77.0
594,2018-09-22,2018,9,38,5,22,96.0
595,2018-09-23,2018,9,38,6,23,75.0
596,2018-09-24,2018,9,39,0,24,73.0
597,2018-09-25,2018,9,39,1,25,94.0
598,2018-09-26,2018,9,39,2,26,111.0
599,2018-09-27,2018,9,39,3,27,95.0
600,2018-09-28,2018,9,39,4,28,92.0
601,2018-09-29,2018,9,39,5,29,84.0
602,2018-09-30,2018,9,39,6,30,82.0
603,2018-10-01,2018,10,40,0,1,121.0
604,2018-10-02,2018,10,40,1,2,95.0
605,2018-10-03,2018,10,40,2,3,72.0
606,2018-10-04,2018,10,40,3,4,60.0
607,2018-10-05,2018,10,40,4,5,39.0
608,2018-10-06,2018,10,40,5,6,45.0
609,2018-10-07,2018,10,40,6,7,87.0
610,2018-10-08,2018,10,41,0,8,83.0
611,2018-10-09,2018,10,41,1,9,98.0
612,2018-10-10,2018,10,41,2,10,43.0
613,2018-10-11,2018,10,41,3,11,65.0
614,2018-10-12,2018,10,41,4,12,83.0
615,2018-10-13,2018,10,41,5,13,112.0
616,2018-10-14,2018,10,41,6,14,82.0
617,2018-10-15,2018,10,42,0,15,78.0
618,2018-10-16,2018,10,42,1,16,102.0
619,2018-10-17,2018,10,42,2,17,76.0
620,2018-10-18,2018,10,42,3,18,113.0
621,2018-10-19,2018,10,42,4,19,94.0
622,2018-10-20,2018,10,42,5,20,75.0
623,2018-10-21,2018,10,42,6,21,91.0
624,2018-10-22,2018,10,43,0,22,46.0
625,2018-10-23,2018,10,43,1,23,87.0
626,2018-10-24,2018,10,43,2,24,85.0
627,2018-10-25,2018,10,43,3,25,75.0
628,2018-10-26,2018,10,43,4,26,98.0
629,2018-10-27,2018,10,43,5,27,56.0
630,2018-10-28,2018,10,43,6,28,61.0
631,2018-10-29,2018,10,44,0,29,69.0
632,2018-10-30,2018,10,44,1,30,83.0
633,2018-10-31,2018,10,44,2,31,93.0
634,2018-11-01,2018,11,44,3,1,57.0
635,2018-11-02,2018,11,44,4,2,77.0
636,2018-11-03,2018,11,44,5,3,50.0
637,2018-11-04,2018,11,44,6,4,75.0
638,2018-11-05,2018,11,45,0,5,75.0
639,2018-11-06,2018,11,45,1,6,41.0
640,2018-11-07,2018,11,45,2,7,68.0
641,2018-11-08,2018,11,45,3,8,55.0
642,2018-11-09,2018,11,45,4,9,62.0
643,2018-11-10,2018,11,45,5,10,72.0
644,2018-11-11,2018,11,45,6,11,46.0
645,2018-11-12,2018,11,46,0,12,51.0
646,2018-11-13,2018,11,46,1,13,65.0
647,2018-11-14,2018,11,46,2,14,74.0
648,2018-11-15,2018,11,46,3,15,39.0
649,2018-11-16,2018,11,46,4,16,83.0
650,2018-11-17,2018,11,46,5,17,59.0
651,2018-11-18,2018,11,46,6,18,55.0
652,2018-11-19,2018,11,47,0,19,50.0
653,2018-11-20,2018,11,47,1,20,66.0
654,2018-11-21,2018,11,47,2,21,47.0
655,2018-11-22,2018,11,47,3,22,43.0
656,2018-11-23,2018,11,47,4,23,90.0
657,2018-11-24,2018,11,47,5,24,53.0
658,2018-11-25,2018,11,47,6,25,97.0
659,2018-11-26,2018,11,48,0,26,88.0
660,2018-11-27,2018,11,48,1,27,76.0
661,2018-11-28,2018,11,48,2,28,63.0
662,2018-11-29,2018,11,48,3,29,41.0
663,2018-11-30,2018,11,48,4,30,82.0
664,2018-12-01,2018,12,48,5,1,52.0
665,2018-12-02,2018,12,48,6,2,30.0
666,2018-12-03,2018,12,49,0,3,64.0
667,2018-12-04,2018,12,49,1,4,91.0
668,2018-12-05,2018,12,49,2,5,70.0
669,2018-12-06,2018,12,49,3,6,74.0
670,2018-12-07,2018,12,49,4,7,51.0
671,2018-12-08,2018,12,49,5,8,68.0
672,2018-12-09,2018,12,49,6,9,47.0
673,2018-12-10,2018,12,50,0,10,92.0
674,2018-12-11,2018,12,50,1,11,48.0
675,2018-12-12,2018,12,50,2,12,40.0
676,2018-12-13,2018,12,50,3,13,41.0
677,2018-12-14,2018,12,50,4,14,31.0
678,2018-12-15,2018,12,50,5,15,37.0
679,2018-12-16,2018,12,50,6,16,44.0
680,2018-12-17,2018,12,51,0,17,68.0
681,2018-12-18,2018,12,51,1,18,56.0
682,2018-12-19,2018,12,51,2,19,55.0
683,2018-12-20,2018,12,51,3,20,67.0
684,2018-12-21,2018,12,51,4,21,68.0
685,2018-12-22,2018,12,51,5,22,13.0
686,2018-12-23,2018,12,51,6,23,43.0
687,2018-12-24,2018,12,52,0,24,35.0
688,2018-12-25,2018,12,52,1,25,43.0
689,2018-12-26,2018,12,52,2,26,34.0
690,2018-12-27,2018,12,52,3,27,26.0
691,2018-12-28,2018,12,52,4,28,32.0
692,2018-12-29,2018,12,52,5,29,16.0
693,2018-12-30,2018,12,52,6,30,33.0
694,2018-12-31,2019,12,1,0,31,0.0
695,2019-01-01,2019,1,1,1,1,37.0
696,2019-01-02,2019,1,1,2,2,13.0
697,2019-01-03,2019,1,1,3,3,15.0
698,2019-01-04,2019,1,1,4,4,25.0
699,2019-01-05,2019,1,1,5,5,38.0
700,2019-01-06,2019,1,1,6,6,37.0
701,2019-01-07,2019,1,2,0,7,28.0
702,2019-01-08,2019,1,2,1,8,44.0
703,2019-01-09,2019,1,2,2,9,47.0
704,2019-01-10,2019,1,2,3,10,53.0
705,2019-01-11,2019,1,2,4,11,62.0
706,2019-01-12,2019,1,2,5,12,60.0
707,2019-01-13,2019,1,2,6,13,47.0
708,2019-01-14,2019,1,3,0,14,41.0
709,2019-01-15,2019,1,3,1,15,54.0
710,2019-01-16,2019,1,3,2,16,52.0
711,2019-01-17,2019,1,3,3,17,47.0
712,2019-01-18,2019,1,3,4,18,77.0
713,2019-01-19,2019,1,3,5,19,37.0
714,2019-01-20,2019,1,3,6,20,37.0
715,2019-01-21,2019,1,4,0,21,57.0
716,2019-01-22,2019,1,4,1,22,90.0
717,2019-01-23,2019,1,4,2,23,44.0
718,2019-01-24,2019,1,4,3,24,50.0
719,2019-01-25,2019,1,4,4,25,52.0
720,2019-01-26,2019,1,4,5,26,45.0
721,2019-01-27,2019,1,4,6,27,61.0
722,2019-01-28,2019,1,5,0,28,53.0
723,2019-01-29,2019,1,5,1,29,57.0
724,2019-01-30,2019,1,5,2,30,74.0
725,2019-01-31,2019,1,5,3,31,54.0
726,2019-02-01,2019,2,5,4,1,68.0
727,2019-02-02,2019,2,5,5,2,35.0
728,2019-02-03,2019,2,5,6,3,74.0
729,2019-02-04,2019,2,6,0,4,84.0
730,2019-02-05,2019,2,6,1,5,43.0
731,2019-02-06,2019,2,6,2,6,108.0
732,2019-02-07,2019,2,6,3,7,114.0
733,2019-02-08,2019,2,6,4,8,107.0
734,2019-02-09,2019,2,6,5,9,105.0
735,2019-02-10,2019,2,6,6,10,86.0
736,2019-02-11,2019,2,7,0,11,133.0
737,2019-02-12,2019,2,7,1,12,103.0
738,2019-02-13,2019,2,7,2,13,92.0
739,2019-02-14,2019,2,7,3,14,71.0
740,2019-02-15,2019,2,7,4,15,96.0
741,2019-02-16,2019,2,7,5,16,57.0
742,2019-02-17,2019,2,7,6,17,78.0
743,2019-02-18,2019,2,8,0,18,80.0
744,2019-02-19,2019,2,8,1,19,38.0
745,2019-02-20,2019,2,8,2,20,85.0
746,2019-02-21,2019,2,8,3,21,71.0
747,2019-02-22,2019,2,8,4,22,87.0
748,2019-02-23,2019,2,8,5,23,69.0
749,2019-02-24,2019,2,8,6,24,47.0
750,2019-02-25,2019,2,9,0,25,90.0
751,2019-02-26,2019,2,9,1,26,41.0
752,2019-02-27,2019,2,9,2,27,97.0
753,2019-02-28,2019,2,9,3,28,70.0
754,2019-03-01,2019,3,9,4,1,101.0
755,2019-03-02,2019,3,9,5,2,89.0
756,2019-03-03,2019,3,9,6,3,89.0
757,2019-03-04,2019,3,10,0,4,78.0
758,2019-03-05,2019,3,10,1,5,85.0
759,2019-03-06,2019,3,10,2,6,100.0
760,2019-03-07,2019,3,10,3,7,62.0
761,2019-03-08,2019,3,10,4,8,78.0
762,2019-03-09,2019,3,10,5,9,83.0
763,2019-03-10,2019,3,10,6,10,45.0
764,2019-03-11,2019,3,11,0,11,63.0
765,2019-03-12,2019,3,11,1,12,59.0
766,2019-03-13,2019,3,11,2,13,50.0
767,2019-03-14,2019,3,11,3,14,79.0
768,2019-03-15,2019,3,11,4,15,55.0
769,2019-03-16,2019,3,11,5,16,88.0
770,2019-03-17,2019,3,11,6,17,96.0
771,2019-03-18,2019,3,12,0,18,54.0
772,2019-03-19,2019,3,12,1,19,53.0
773,2019-03-20,2019,3,12,2,20,90.0
774,2019-03-21,2019,3,12,3,21,107.0
775,2019-03-22,2019,3,12,4,22,77.0
776,2019-03-23,2019,3,12,5,23,72.0
777,2019-03-24,2019,3,12,6,24,59.0
778,2019-03-25,2019,3,13,0,25,84.0
779,2019-03-26,2019,3,13,1,26,76.0
780,2019-03-27,2019,3,13,2,27,49.0
781,2019-03-28,2019,3,13,3,28,82.0
782,2019-03-29,2019,3,13,4,29,47.0
783,2019-03-30,2019,3,13,5,30,102.0
784,2019-03-31,2019,3,13,6,31,55.0
785,2019-04-01,2019,4,14,0,1,49.0
786,2019-04-02,2019,4,14,1,2,73.0
787,2019-04-03,2019,4,14,2,3,79.0
788,2019-04-04,2019,4,14,3,4,66.0
789,2019-04-05,2019,4,14,4,5,83.0
790,2019-04-06,2019,4,14,5,6,57.0
791,2019-04-07,2019,4,14,6,7,63.0
792,2019-04-08,2019,4,15,0,8,78.0
793,2019-04-09,2019,4,15,1,9,86.0
794,2019-04-10,2019,4,15,2,10,82.0
795,2019-04-11,2019,4,15,3,11,95.0
796,2019-04-12,2019,4,15,4,12,91.0
797,2019-04-13,2019,4,15,5,13,47.0
798,2019-04-14,2019,4,15,6,14,86.0
799,2019-04-15,2019,4,16,0,15,42.0
800,2019-04-16,2019,4,16,1,16,61.0
801,2019-04-17,2019,4,16,2,17,59.0
802,2019-04-18,2019,4,16,3,18,26.0
803,2019-04-19,2019,4,16,4,19,65.0
804,2019-04-20,2019,4,16,5,20,32.0
805,2019-04-21,2019,4,16,6,21,68.0
806,2019-04-22,2019,4,17,0,22,30.0
807,2019-04-23,2019,4,17,1,23,81.0
808,2019-04-24,2019,4,17,2,24,105.0
809,2019-04-25,2019,4,17,3,25,117.0
810,2019-04-26,2019,4,17,4,26,44.0
811,2019-04-27,2019,4,17,5,27,59.0
812,2019-04-28,2019,4,17,6,28,123.0
813,2019-04-29,2019,4,18,0,29,60.0
814,2019-04-30,2019,4,18,1,30,118.0
815,2019-05-01,2019,5,18,2,1,108.0
816,2019-05-02,2019,5,18,3,2,62.0
817,2019-05-03,2019,5,18,4,3,81.0
818,2019-05-04,2019,5,18,5,4,60.0
819,2019-05-05,2019,5,18,6,5,107.0
820,2019-05-06,2019,5,19,0,6,76.0
821,2019-05-07,2019,5,19,1,7,84.0
822,2019-05-08,2019,5,19,2,8,41.0
823,2019-05-09,2019,5,19,3,9,70.0
824,2019-05-10,2019,5,19,4,10,80.0
825,2019-05-11,2019,5,19,5,11,157.0
826,2019-05-12,2019,5,19,6,12,101.0
827,2019-05-13,2019,5,20,0,13,109.0
828,2019-05-14,2019,5,20,1,14,83.0
829,2019-05-15,2019,5,20,2,15,94.0
830,2019-05-16,2019,5,20,3,16,124.0
831,2019-05-17,2019,5,20,4,17,125.0
832,2019-05-18,2019,5,20,5,18,69.0
833,2019-05-19,2019,5,20,6,19,76.0
834,2019-05-20,2019,5,21,0,20,114.0
835,2019-05-21,2019,5,21,1,21,79.0
836,2019-05-22,2019,5,21,2,22,53.0
837,2019-05-23,2019,5,21,3,23,112.0
838,2019-05-24,2019,5,21,4,24,88.0
839,2019-05-25,2019,5,21,5,25,50.0
840,2019-05-26,2019,5,21,6,26,94.0
841,2019-05-27,2019,5,22,0,27,68.0
842,2019-05-28,2019,5,22,1,28,75.0
843,2019-05-29,2019,5,22,2,29,76.0
844,2019-05-30,2019,5,22,3,30,67.0
845,2019-05-31,2019,5,22,4,31,91.0
846,2019-06-01,2019,6,22,5,1,72.0
847,2019-06-02,2019,6,22,6,2,74.0
848,2019-06-03,2019,6,23,0,3,93.0
849,2019-06-04,2019,6,23,1,4,56.0
850,2019-06-05,2019,6,23,2,5,62.0
851,2019-06-06,2019,6,23,3,6,52.0
852,2019-06-07,2019,6,23,4,7,29.0
853,2019-06-08,2019,6,23,5,8,53.0
854,2019-06-09,2019,6,23,6,9,41.0
855,2019-06-10,2019,6,24,0,10,31.0
856,2019-06-11,2019,6,24,1,11,30.0
857,2019-06-12,2019,6,24,2,12,35.0
858,2019-06-13,2019,6,24,3,13,41.0
859,2019-06-14,2019,6,24,4,14,41.0
860,2019-06-15,2019,6,24,5,15,31.0
861,2019-06-16,2019,6,24,6,16,23.0
862,2019-06-17,2019,6,25,0,17,61.0
863,2019-06-18,2019,6,25,1,18,42.0
864,2019-06-19,2019,6,25,2,19,33.0
865,2019-06-20,2019,6,25,3,20,41.0
866,2019-06-21,2019,6,25,4,21,54.0
867,2019-06-22,2019,6,25,5,22,44.0
868,2019-06-23,2019,6,25,6,23,41.0
869,2019-06-24,2019,6,26,0,24,17.0
870,2019-06-25,2019,6,26,1,25,22.0
871,2019-06-26,2019,6,26,2,26,47.0
872,2019-06-27,2019,6,26,3,27,45.0
873,2019-06-28,2019,6,26,4,28,28.0
874,2019-06-29,2019,6,26,5,29,26.0
875,2019-06-30,2019,6,26,6,30,36.0
876,2019-07-01,2019,7,27,0,1,29.0
877,2019-07-02,2019,7,27,1,2,53.0
878,2019-07-03,2019,7,27,2,3,44.0
879,2019-07-04,2019,7,27,3,4,33.0
880,2019-07-05,2019,7,27,4,5,36.0
881,2019-07-06,2019,7,27,5,6,46.0
882,2019-07-07,2019,7,27,6,7,50.0
883,2019-07-08,2019,7,28,0,8,28.0
884,2019-07-09,2019,7,28,1,9,16.0
885,2019-07-10,2019,7,28,2,10,38.0
886,2019-07-11,2019,7,28,3,11,20.0
887,2019-07-12,2019,7,28,4,12,25.0
888,2019-07-13,2019,7,28,5,13,43.0
889,2019-07-14,2019,7,28,6,14,55.0
890,2019-07-15,2019,7,29,0,15,45.0
891,2019-07-16,2019,7,29,1,16,51.0
892,2019-07-17,2019,7,29,2,17,39.0
893,2019-07-18,2019,7,29,3,18,41.0
894,2019-07-19,2019,7,29,4,19,51.0
895,2019-07-20,2019,7,29,5,20,71.0
896,2019-07-21,2019,7,29,6,21,50.0
897,2019-07-22,2019,7,30,0,22,72.0
898,2019-07-23,2019,7,30,1,23,95.0
899,2019-07-24,2019,7,30,2,24,82.0
900,2019-07-25,2019,7,30,3,25,70.0
901,2019-07-26,2019,7,30,4,26,70.0
902,2019-07-27,2019,7,30,5,27,51.0
903,2019-07-28,2019,7,30,6,28,77.0
904,2019-07-29,2019,7,31,0,29,46.0
905,2019-07-30,2019,7,31,1,30,73.0
906,2019-07-31,2019,7,31,2,31,97.0
907,2019-08-01,2019,8,31,3,1,66.0
908,2019-08-02,2019,8,31,4,2,56.0
909,2019-08-03,2019,8,31,5,3,61.0
910,2019-08-04,2019,8,31,6,4,50.0
911,2019-08-05,2019,8,32,0,5,37.0
912,2019-08-06,2019,8,32,1,6,52.0
913,2019-08-07,2019,8,32,2,7,36.0
914,2019-08-08,2019,8,32,3,8,53.0
915,2019-08-09,2019,8,32,4,9,65.0
916,2019-08-10,2019,8,32,5,10,42.0
917,2019-08-11,2019,8,32,6,11,78.0
918,2019-08-12,2019,8,33,0,12,52.0
919,2019-08-13,2019,8,33,1,13,60.0
920,2019-08-14,2019,8,33,2,14,56.0
921,2019-08-15,2019,8,33,3,15,72.0
922,2019-08-16,2019,8,33,4,16,43.0
923,2019-08-17,2019,8,33,5,17,31.0
924,2019-08-18,2019,8,33,6,18,59.0
925,2019-08-19,2019,8,34,0,19,91.0
926,2019-08-20,2019,8,34,1,20,33.0
927,2019-08-21,2019,8,34,2,21,47.0
928,2019-08-22,2019,8,34,3,22,24.0
929,2019-08-23,2019,8,34,4,23,46.0
930,2019-08-24,2019,8,34,5,24,27.0
931,2019-08-25,2019,8,34,6,25,51.0
932,2019-08-26,2019,8,35,0,26,29.0
933,2019-08-27,2019,8,35,1,27,30.0
934,2019-08-28,2019,8,35,2,28,29.0
935,2019-08-29,2019,8,35,3,29,44.0
936,2019-08-30,2019,8,35,4,30,84.0
937,2019-08-31,2019,8,35,5,31,86.0
938,2019-09-01,2019,9,35,6,1,73.0
939,2019-09-02,2019,9,36,0,2,26.0
940,2019-09-03,2019,9,36,1,3,39.0
941,2019-09-04,2019,9,36,2,4,70.0
